detailCategory,detailSource,partner,period,paymentId,txnType,speedFlag,processingMethod,payerFunding,payeeFunding,payerCcy,payeeCcy,payerCountry,payeeCountry,accountId,paymentType,submissionDate,creditCompleteDate,creditCompleteMonth,payerEmail,payerBusinessName,payeeEmail,payeeBusinessName,creditRail,transactionProcessingMethodRaw,fundingMethodUsed,payeeAmountCurrency,payeeAmount,usdAmountDebited,paymentUsdEquivalentAmount,estRevenue,txnTypeRaw,isRTP,isFasterAch,partnerGroupSource,initiatorStatus,typeDefn,reversalDate,paymentPriority,stampliFxDirection,customerMarkupPct,stampliBuyRatePct,stampliMarkupPct,stampliMarkupPctCalculated,stampliMarkupPctUsed,stampliMarkupPctMatchesSheet,stampliMarkupAmount,stampliMarkupAmountProvided,stampliMarkupAmountCalculated,stampliMarkupAmountMatchesSheet,midMarketFallbackUsed
transaction,offline_billing,Stampli,2026-05,7355160,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1482134,payment,2026-04-28,2026-05-04,2026-05,9546081621737052229efd44fdd288747abbb4c3007c7806b95@stampli.com,"CMG Clinical Laboratory and Ancillary Services, Inc,",akidoap-53ee2824-3bbb-45e1-8c3d-068c0a1253b0-USD@stampli.com,Haritha Reddy Alla,CITI,Nacha,Bank,USD,4313.15,4313.15,4313.15,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7367402,Domestic,FasterACH,ACH,Bank,Bank,USD,USD,US,US,1402135,payment,2026-04-30,2026-05-01,2026-05,7413884201726167632def3a85f9b6e4471bb0ffb96fb01305d@stampli.com,Morningside Ministries,mmliving-d40dfc3f-9702-4ab4-9b0d-df09b7ae1866-USD@stampli.com,"Southern Glazer's Wine and Spirits, LLC",CITI,Nacha,Bank,USD,1183.2,1183.2,1183.2,0,Domestic,false,true,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7338401,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1486881,payment,2026-04-27,2026-05-01,2026-05,93408700217376489281ef8a59e1dcd4a719a7c59b277feeec8@stampli.com,"Ridge Heating, Cooling, Plumbing & Electrical, LLC",aps-5ef76bdd-f21b-4b5f-bdc1-1ba876935393-USD@stampli.com,"Ridge Heating and Air Conditioning, Inc.",CITI,Nacha,Bank,USD,7160,7160,7160,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7351712,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1772941,payment,2026-04-28,2026-05-04,2026-05,465213161176477132434298f3808be4c7985eb58fdc8120caf@stampli.com,KBS Builders,kbsbuilders-910a3d5c-c8db-44a3-b0b9-d95208a17932-USD@stampli.com,Star Real Estate Holdings,CITI,Nacha,Bank,USD,18266.29,18266.29,18266.29,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7356143,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1401936,payment,2026-04-28,2026-05-04,2026-05,9542300281726155929ad2187236d2e4b04ad445a7cbdaf029e@stampli.com,TA CHEN INTERNATIONAL INC,tci-2f7703b7-2a9a-4ddf-a77d-a65784172951-USD@stampli.com,REDDI-PAC,CITI,Nacha,Bank,USD,5477.29,5477.29,5477.29,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7346283,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1904983,payment,2026-04-27,2026-05-01,2026-05,86246246917761807158354c946f3be48d8a77c5ade90b0b437@stampli.com,Stanleytown Health,hrtgcs-e4eca6f9-bf43-482a-ae12-bf5fae4caec0-USD@stampli.com,MFA Clinical Consulting,CITI,Nacha,Bank,USD,168.42,168.42,168.42,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7346890,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1822731,payment,2026-04-27,2026-05-01,2026-05,8509656391769201137ac42d5555afa4a3398d755396182bd20@stampli.com,"Star Furniture Company, LLC",starfurniture-58052c0a-eabc-4adb-99b3-b618bc56dbb2-USD@stampli.com,UNIVERSAL FURNITURE INDUSTRIES,CITI,Nacha,Bank,USD,31678.51,31678.51,31678.51,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7346873,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1400020,payment,2026-04-27,2026-05-01,2026-05,36424197017260182233c22e0d0a1e0466a800d2a7f611ed02c@stampli.com,Noble Network of Charter Schools,nobleinvoices-7cb3efcc-27ed-4c6e-aa14-898e710d5a57-USD@stampli.com,MUSIC & ARTS CENTER INC,CITI,Nacha,Bank,USD,849.48,849.48,849.48,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7353459,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1833232,payment,2026-04-28,2026-05-04,2026-05,87378518517701388817ae8e52d9d704c5a86a83807c493e561@stampli.com,SBO MSO LLC,suburbanortho-0ec33297-a5ee-407a-ae10-c02304b41179-USD@stampli.com,"Breg, Inc",CITI,Nacha,Bank,USD,80.45,80.45,80.45,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7346211,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1792040,payment,2026-04-27,2026-05-01,2026-05,95287593117664372343710f536202c41ecb1509fbd00d132b2@stampli.com,American Golf Corporation,agc-d4e95fb6-5d68-46ba-a276-cbe14119aa7a-USD@stampli.com,Jacks Service and Repair,CITI,Nacha,Bank,USD,3485.6,3485.6,3485.6,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7348783,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1761881,payment,2026-04-28,2026-05-04,2026-05,9545139601763744423a91eafa4fccf4d77b20251f195e4fd73@stampli.com,ALEXANDER ANDREW INC. DBA FALLTECH,falltech-42991b28-1a42-4901-ab36-65ff256a4a03-USD@stampli.com,OES PRODUCTS GROUP LLC,CITI,Nacha,Bank,USD,61808.48,61808.48,61808.48,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7348936,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1404714,payment,2026-04-28,2026-05-04,2026-05,8150113811726525844c3270395933b43dba79c458658f89ced@stampli.com,"Syzygy Plasmonics, Inc.",syzygy-4692b519-7e1e-46dc-9457-94077b2f4534-USD@stampli.com,"Tosibox, Inc",CITI,Nacha,Bank,USD,177,177,177,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7345092,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1915404,payment,2026-04-27,2026-05-01,2026-05,3932121121776801732e6d78a95920240a5818fcf7b1d6e24fd@stampli.com,ReadyPod,boxhouse-4614b768-6b3a-4d54-9656-1969521ad6d0-USD@stampli.com,Jorbasa Consulting Services,CITI,Nacha,Bank,USD,10000,10000,10000,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7352343,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1780363,payment,2026-04-28,2026-05-04,2026-05,9434493551765380685439b509dd257423eaa8be7c9e325e58b@stampli.com,"DV Spirits, LLC",milestone-brands-da781f34-1ae8-4799-8923-5c492cc59010-USD@stampli.com,RNDC-NC,CITI,Nacha,Bank,USD,309.35,309.35,309.35,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7346385,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1344548,payment,2026-04-27,2026-05-01,2026-05,81138962917186220555ea641d73a4c46f2ae17a2235d59a72c@stampli.com,Ollie Pets Inc.,olliepets-de272f4c-8532-4bf2-8eac-437821702f27-USD@stampli.com,"Meta Platforms, Inc.",CITI,Nacha,Bank,USD,126310.95,126310.95,126310.95,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7347917,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1695307,payment,2026-04-27,2026-05-01,2026-05,4639322931758291335cbc299380c0d49e6a6dc8d584bf66279@stampli.com,"Physician's Management Company of Texas, LLC",vivoap-0c86a166-f550-4a99-ba05-605ab9216f84-USD@stampli.com,Legacy Builders and Acquisitions,CITI,Nacha,Bank,USD,8026.67,8026.67,8026.67,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7347972,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1695271,payment,2026-04-28,2026-05-01,2026-05,3835156801758290461896cfced8caf4e1aa22e7c506601af5e@stampli.com,Infusion Associates PLLC,vivoap-f60561cb-8669-4d86-96de-24874b688d0e-USD@stampli.com,"Blue Stone Properties, LLC",CITI,Nacha,Bank,USD,6823.33,6823.33,6823.33,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7347886,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1466835,payment,2026-04-27,2026-05-01,2026-05,8625692251735079429cfdcf177f04a4fd3abdbe572e66dbd60@stampli.com,Redwood Family Care Network,rfcn-d74d77e5-f820-4f51-8801-83c9a4e6bbf0-USD@stampli.com,"Living Life Homes, LLC, Seth Dubay, Tracy Dubay",CITI,Nacha,Bank,USD,2100,2100,2100,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7345409,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1463341,payment,2026-04-27,2026-05-01,2026-05,133954527173453672954fda82db0114057bd8e11ee967687e0@stampli.com,Clove Lakes Nursing & Rehabilitation,infinitecare-b6de0a12-2b2b-4313-b066-ad19eb1465e5-USD@stampli.com,"Priority Care Staffing, LLC",CITI,Nacha,Bank,USD,4648.44,4648.44,4648.44,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7356529,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1547657,payment,2026-04-29,2026-05-04,2026-05,8340274551743535845f6c75147bc18494e866f543d5df8bc3c@stampli.com,"Hawaii Volcanoes Lodge Company, LLC",explorusap-6934c471-3e84-45cb-b8d1-72faa85795bb-USD@stampli.com,Sabre GLBL Inc.,CITI,Nacha,Bank,USD,3784.11,3784.11,3784.11,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7363878,Domestic,FasterACH,ACH,Bank,Bank,USD,USD,US,US,1448535,payment,2026-04-30,2026-05-01,2026-05,9921456571732036526d35eb4680b2e4e81b9df146c9c08937f@stampli.com,"Kettleworks, LLC",kettleworks-3c5271ba-0dad-439c-a87f-75342aa80fad-USD@stampli.com,Americold Logistics LLC,CITI,Nacha,Bank,USD,44920.6,44920.6,44920.6,0,Domestic,false,true,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7368352,Domestic,FasterACH,ACH,Bank,Bank,USD,USD,US,US,1476825,payment,2026-04-30,2026-05-01,2026-05,13263063417364411192bcb1ce889694585b27c99fdb0255b65@stampli.com,"Bentex Group, Inc.",bentexgroup-aafab683-55fc-4dd3-8594-11c1b8d9e048-USD@stampli.com,SESAME WORKSHOP,CITI,Nacha,Bank,USD,82082.15,82082.15,82082.15,0,Domestic,false,true,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7356600,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1547657,payment,2026-04-29,2026-05-04,2026-05,8340274551743535845f6c75147bc18494e866f543d5df8bc3c@stampli.com,"Hawaii Volcanoes Lodge Company, LLC",explorusap-52fd25a8-83b5-443e-86b1-9f1557ec490e-USD@stampli.com,"Sysco Hawaii, Inc.",CITI,Nacha,Bank,USD,1835.47,1835.47,1835.47,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7342836,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1732777,payment,2026-04-27,2026-05-01,2026-05,27288557217613162542850d87982874bc393d81113aac09f97@stampli.com,"Strategic Dental Executives, LLC",cdp-6f1e7760-5cf9-4694-b23f-c5312513e9cd-USD@stampli.com,Puragraft,CITI,Nacha,Bank,USD,492.17,492.17,492.17,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7347734,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1626917,payment,2026-04-27,2026-05-01,2026-05,2645317811751563881a30c830e2d5b4339a905cf9ed9c6b06c@stampli.com,Brain Corporation,braincorp-d7e8384d-8e67-4fc0-8662-fdc16fb9648d-USD@stampli.com,McMaster-Carr,CITI,Nacha,Bank,USD,41.1,41.1,41.1,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7339703,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1478859,payment,2026-04-27,2026-05-01,2026-05,3648339931736696727739a20056a43420590008fb6fbaf6983@stampli.com,GREENBERRY ECO GROUP LLC,bentexgroup-e5e66e56-b8fd-4e0c-86f8-8b843e75a4df-USD@stampli.com,ARMS LOGISTICS,CITI,Nacha,Bank,USD,2057.59,2057.59,2057.59,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7353003,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1576444,payment,2026-04-28,2026-05-04,2026-05,271182232174681293327931234f7354dbeaa2b66d3cf3d309a@stampli.com,National Debt Relief LLC,ndr-2d3f99b1-fe98-4edb-8b5f-f4868ee6f6a4-USD@stampli.com,Axiom Global Inc,CITI,Nacha,Bank,USD,38052,38052,38052,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7346232,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1904983,payment,2026-04-27,2026-05-01,2026-05,86246246917761807158354c946f3be48d8a77c5ade90b0b437@stampli.com,Stanleytown Health,hrtgcs-685492b5-f9fa-4a70-918b-37fb02ced4ff-USD@stampli.com,Supply Line,CITI,Nacha,Bank,USD,87.57,87.57,87.57,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7352792,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1904971,payment,2026-04-28,2026-05-04,2026-05,99118203017761806859cf28e0847594f3a9b411d958cc0b4e8@stampli.com,Lenoir Operator LLC,hrtgcs-381f7f05-0224-468e-b6b2-1f1b497d7f81-USD@stampli.com,MFA Heritage Consulting,CITI,Nacha,Bank,USD,219.2,219.2,219.2,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7348894,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1735664,payment,2026-04-28,2026-05-04,2026-05,84410714617615943205c6f5bfc6ac84f05b93e6a5bd27d1816@stampli.com,Brew Culture,brewculture-204776b4-9d50-467a-8647-e7a76ed0a3c9-USD@stampli.com,Foodservice Equipment Brokers Inc,CITI,Nacha,Bank,USD,2830.44,2830.44,2830.44,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7355586,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1292670,payment,2026-04-28,2026-05-04,2026-05,710992446171113761656063bb9c9624dbaa0f0321c7b19029d@stampli.com,Kiva Microfunds,kivainvoices-dafe944a-a731-470d-a167-ef37e2d3ac23-USD@stampli.com,CFO TOOLS INC,CITI,Nacha,Bank,USD,2000,2000,2000,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7341055,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1736725,payment,2026-04-27,2026-05-01,2026-05,2084575421761677129757af853d46e4a50892372a66af4410d@stampli.com,"RFD-TV, LLC",rfdtv-38c5a197-847c-4b1a-a3ef-9672bcbf6b6f-USD@stampli.com,Dow Jones & Company Inc.,CITI,Nacha,Bank,USD,498.18,498.18,498.18,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7354531,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1904872,payment,2026-04-28,2026-05-04,2026-05,8625238881776178934566a6107a30a4beab890702f33ba8e5e@stampli.com,Alamance Health Care Center,hrtgcs-018b5d60-d96e-4c7f-a578-582b3c70f92a-USD@stampli.com,Gerimedix,CITI,Nacha,Bank,USD,402.03,402.03,402.03,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7355250,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1427533,payment,2026-04-28,2026-05-04,2026-05,5708435271729523732ae011ae9f649415da86426eca86a03bc@stampli.com,Hospice of Lauren's County,viahp-1092576f-3952-400e-8fe8-a706e30cc0bb-USD@stampli.com,LINLEY PARK POST-ACUTE,CITI,Nacha,Bank,USD,24171.3,24171.3,24171.3,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7345541,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1410374,payment,2026-04-27,2026-05-01,2026-05,8617930881727300723595b06aff9134ccf9c42dbb40fb71a58@stampli.com,Forest Hill SNF Operations LLC,infinitecare-de41820c-53a2-47d0-b377-400384dd01b0-USD@stampli.com,Promotion Depot,CITI,Nacha,Bank,USD,264.68,264.68,264.68,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7346716,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1695373,payment,2026-04-27,2026-05-01,2026-05,8219411811758294033bfcd3890f26b4a55aaddc30c6a0c814e@stampli.com,CIVIC Infusion Wilton,vivoap-75dfb003-a640-4722-86de-26a7c98de890-USD@stampli.com,Biologix Direct,CITI,Nacha,Bank,USD,20509.23,20509.23,20509.23,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7354517,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1772088,payment,2026-04-28,2026-05-04,2026-05,591782528176468948295d518793e754099a38d954e58af9e96@stampli.com,John R Wood Properties,johnrwoodproperties-468faa01-8905-4739-983d-6a4dbdccf0fa-USD@stampli.com,Wanderlust Photography LLC,CITI,Nacha,Bank,USD,2745,2745,2745,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7339792,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1425812,payment,2026-04-27,2026-05-01,2026-05,2515891281729255281ef4cb971421f4fbe971bf9f74000d292@stampli.com,"Union Railroad Company, LLC",transtar-e5b6b36f-55f6-4a3a-9271-ac90155fc62d-USD@stampli.com,EXPORT FUEL CO INC,CITI,Nacha,Bank,USD,2839.83,2839.83,2839.83,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7354259,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1410270,payment,2026-04-28,2026-05-04,2026-05,9220903131727290836cc51c8a3c1da4abdb32080a38ee55f0f@stampli.com,Waterman,adventgroup-0bb2fabe-9992-47c0-9f3d-c98fb327c106-USD@stampli.com,"AIRGAS USA, LLC",CITI,Nacha,Bank,USD,521.77,521.77,521.77,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7352620,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1404499,payment,2026-04-28,2026-05-04,2026-05,8311321541726512361369fe15077c847d283de70d8240763d6@stampli.com,"PT Administrative Services, LLC",jagpt-65fa7edf-9924-4d15-b886-b8eba18250f8-USD@stampli.com,DIANA STAVROU,CITI,Nacha,Bank,USD,150,150,150,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7354173,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1904863,payment,2026-04-28,2026-05-04,2026-05,82465582717761789138ef9088caa3046d08849da9fcadbe5e7@stampli.com,Elkton Nursing and Rehabilitation Center,hrtgcs-625e8f78-ac0a-4aa9-8e92-6261aca54a37-USD@stampli.com,Allstate Medical,CITI,Nacha,Bank,USD,1419.4,1419.4,1419.4,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7347627,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1846375,payment,2026-04-27,2026-05-01,2026-05,8331170531771335030fa4ccaec35454303ae91d99a601db6fc@stampli.com,MHI Management LLC,flexcareinfusion-ad8b0377-82d6-4ef7-a0fb-bc0075088cc6-USD@stampli.com,BlueCore Technologies,CITI,Nacha,Bank,USD,1450.61,1450.61,1450.61,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7347094,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1464811,payment,2026-04-27,2026-05-01,2026-05,362197758173472393251e4ff33cf1b456293d79af72523c333@stampli.com,JCC Chicago,jccchicago-8aa43c7a-da55-41fd-9e7e-910405341393-USD@stampli.com,Nicole Douglas,CITI,Nacha,Bank,USD,214.2,214.2,214.2,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7337250,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1291502,payment,2026-04-25,2026-05-01,2026-05,953754404171112567921a7ce4c902e4bf2ac298fd572c626ef@stampli.com,Catholic Answers Inc,catholicanswers-3c3c3718-7074-49a6-8647-fdf5b39a879b-USD@stampli.com,"CCB Technology, Inc.",CITI,Nacha,Bank,USD,306.07,306.07,306.07,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7343232,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1414304,payment,2026-04-27,2026-05-01,2026-05,95454852117277327214e37373c4f2f4edc89904c8fefad9d5d@stampli.com,ICEF Public Schools,icefps-c5c2e908-6f5c-454e-81bc-d0c4e45740ad-USD@stampli.com,"PRN Nursing Consultants, LLC",CITI,Nacha,Bank,USD,2640,2640,2640,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7354500,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1904788,payment,2026-04-28,2026-05-04,2026-05,8626048691776177038e1cd9cfcf91a4cda9bbe0b6939a948a5@stampli.com,Harrisonburg Health,hrtgcs-fd3742a5-5a61-4f34-90ad-493297542a0f-USD@stampli.com,Crown Care Services Inc.,CITI,Nacha,Bank,USD,317.25,317.25,317.25,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7339944,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1404714,payment,2026-04-27,2026-05-01,2026-05,8150113811726525844c3270395933b43dba79c458658f89ced@stampli.com,"Syzygy Plasmonics, Inc.",syzygy-b69114b6-9ba9-4501-ba35-49cc53952d2d-USD@stampli.com,Linde Gas & Equipment Inc. (Praxair),CITI,Nacha,Bank,USD,5988.93,5988.93,5988.93,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7329982,USD Abroad,Standard,Wire,Bank,Bank,USD,USD,US,CN,1478857,payment,2026-04-24,2026-05-01,2026-05,2701728601736696721d507b0c7097340e58c44d3ab350df7e2@stampli.com,HIS INTERNATIONAL GROUP LLC,bentexgroup-a1761e4f-c8fc-462d-a6be-1f842bf40174-USD@stampli.com,"CHANGSHU XIERONG TEXTILE CO., LTD",CITI,Nacha,Bank,USD,884.83,884.83,884.83,0,USD Abroad,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7338387,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1738822,payment,2026-04-27,2026-05-01,2026-05,3939665951761835287976addf4d7fd4e7691b66bf0fb2522e9@stampli.com,"Beach Air Heating, Cooling, Plumbing & Electrical, LLC",aps-31ebe68e-5076-41b7-b8e3-378226abfbb7-USD@stampli.com,Edgewood Partners Ins Center,CITI,Nacha,Bank,USD,15504,15504,15504,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7353568,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1639019,payment,2026-04-28,2026-05-04,2026-05,832626843175284723816845754786e4fbc8ecb1de91f2fc04c@stampli.com,Built Brands LLC,builtbar-96c369d3-bc19-4a4a-ad33-7bfa52c29a06-USD@stampli.com,Egan Food Technologies,CITI,Nacha,Bank,USD,1356.28,1356.28,1356.28,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7346250,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1476825,payment,2026-04-27,2026-05-01,2026-05,13263063417364411192bcb1ce889694585b27c99fdb0255b65@stampli.com,"Bentex Group, Inc.",bentexgroup-849d0f65-9cfc-425b-879d-23bba7c6bf0c-USD@stampli.com,BENTECH LLC,CITI,Nacha,Bank,USD,10196.54,10196.54,10196.54,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7353044,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1701195,payment,2026-04-28,2026-05-04,2026-05,12345678917588160353e9a0b0331f24ed28735e10be75e7f93@stampli.com,Green Hill,hrtgcs-7b93209f-298c-4dad-9058-8e7d8b57b13e-USD@stampli.com,H&R Healthcare,CITI,Nacha,Bank,USD,8273.08,8273.08,8273.08,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7356641,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1547657,payment,2026-04-29,2026-05-04,2026-05,8340274551743535845f6c75147bc18494e866f543d5df8bc3c@stampli.com,"Hawaii Volcanoes Lodge Company, LLC",explorusap-227c3b31-1d1c-4c0e-9ba3-e9f4f6377feb-USD@stampli.com,HILO FISH COMPANY,CITI,Nacha,Bank,USD,1704.02,1704.02,1704.02,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7341599,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1905013,payment,2026-04-27,2026-05-01,2026-05,991182865177618153825ffb33555264c8f9e304a68ba7a9ac0@stampli.com,Abe Nursing,hrtgcs-e4eca6f9-bf43-482a-ae12-bf5fae4caec0-USD@stampli.com,MFA Clinical Consulting,CITI,Nacha,Bank,USD,168.42,168.42,168.42,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7349399,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1486880,payment,2026-04-28,2026-05-04,2026-05,920545914173764892547be5aee417042288f1d2c425eee2861@stampli.com,"We Care (FL) Heating, Cooling, Plumbing & Electrical, LLC",aps-1002509f-2069-4802-b5bf-482af33171e8-USD@stampli.com,Coastal Rush,CITI,Nacha,Bank,USD,1000,1000,1000,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
